n,t,GrossOutput,Expenditure,IntermediateUse,FinalExpenditure,ValueAdded,Deficit,GrossOutputManuf,ExpenditureManuf,IntermediateUseManuf,FinalExpenditureManuf,ValueAddedManuf,DeficitManuf,α,β
MEX,2003,1.1636010365896148e6,1.1615213010358303e6,471942.90963815455,689578.3913976811,691658.1269514603,2079.7355537791736,392606.6897989419,400446.9774484888,225992.40020467536,174454.5772438122,166614.28959426653,7840.2876495469245,0.2529873027056672,0.42437964997384914
MEX,2004,1.2647888249329627e6,1.2654488008068523e6,516361.91223868827,749086.8885681593,748426.9126942744,-659.9758738848614,433272.9588604437,445774.09813357407,253521.1325148739,192252.96561870066,179751.82634556977,12501.139273130393,0.25664975392398365,0.414869708966692
MEX,2005,1.4352549809112372e6,1.432977547495366e6,595122.3507831735,837855.1967121914,840132.6301280637,2277.4334158722777,489577.1337387266,506302.3294114039,293512.33963829593,212789.98977310714,196064.79410043068,16725.195672677306,0.2539698871691809,0.4004778421801556
MEX,2006,1.6019701566372854e6,1.5957271956221375e6,663386.1755261674,932341.0200959794,938583.981111118,6242.961015138542,553844.019747648,572410.5297655871,334274.9125226691,238135.61724291605,219569.1072249789,18566.51001793903,0.2554168615453617,0.39644574897644064
MEX,2007,1.734393611090232e6,1.7289857886739513e6,724884.8016230307,1.004100987050931e6,1.0095088094672012e6,5407.822416270268,595638.5015825815,618843.9047260452,363188.9541850738,255654.95054096865,232449.54739750776,23205.403143463656,0.25461079496777855,0.3902527233882649
MEX,2008,1.8748767050739808e6,1.876059189307035e6,786881.927732116,1.0891772615749193e6,1.087994777341865e6,-1182.4842330543324,635866.6636943964,666691.6969771328,388672.4466263037,278019.2503508271,247194.21706809266,30825.033282736433,0.2552562013173312,0.3887516537380494
MEX,2009,1.4731129152775027e6,1.470013257314433e6,617523.5830728435,852489.6742415959,855589.3322046592,3099.657963063335,481668.31561744446,491749.06496881985,289241.0705122721,202507.9944565492,192427.24510517233,10080.749351375387,0.23754891182313412,0.3995015633496721
MEX,2010,1.741137428961232e6,1.7334983701943238e6,733129.6284700054,1.0003687417243164e6,1.0080078004912267e6,7639.058766910341,589645.114299246,609153.4235643483,362625.61198473227,246527.81157961782,227019.50231451372,19508.30926510226,0.2464369399974279,0.38501040169613093
MEX,2011,1.9609221880645428e6,1.9525224478804886e6,823509.5768042335,1.1290128710762556e6,1.1374126112603093e6,8399.740184053779,664587.8135318251,698657.1794811205,415198.49256450596,283458.68691661366,249389.32096731913,34069.36594929546,0.25106771957914054,0.37525412878395586
MEX,2012,2.0004423537676546e6,1.98996959527676e6,843658.87228829,1.1463107229884677e6,1.1567834814793647e6,10472.758490897017,690731.8465629576,717854.0482393727,429220.12747299246,288633.92076638096,261511.71908996516,27122.201676415047,0.2517937893958659,0.37860092942179024
MEX,2013,2.1044579027096e6,2.0935875530849744e6,891131.2078413772,1.2024563452435876e6,1.2133266948682228e6,10870.349624635186,718922.2238968726,744257.393609685,444411.50083872373,299845.8927709621,274510.72305814887,25335.169712812407,0.24936114642084642,0.38183646844324937
MEX,2014,2.130489338581093e6,2.1237563421714557e6,904125.3702409635,1.219630971930484e6,1.2263639683401296e6,6732.996409645537,730603.7894086011,752949.5261938873,451343.75624223077,301605.76995165815,279260.03316637035,22345.736785286223,0.24729264580274116,0.38223184332567156
MLT,2000,9348.108569481785,10792.831713120084,5569.886946378241,5222.944766741793,3778.2216231035436,-1444.723143638249,2810.4226213191787,3936.7731301444474,1976.7301035473042,1960.0430265971431,833.6925177718745,1126.3505088252687,0.3752754651127334,0.2966431139031144
MLT,2001,8894.77516214477,10058.141781616134,5147.512301932062,4910.629479684074,3747.262860212708,-1163.366619471366,2201.2339436720067,3162.8345749547248,1561.6923843432212,1601.1421906114972,639.5415593287855,961.600631282718,0.3260564042218284,0.2905377509588685
MLT,2002,9645.329390375238,10601.604773345029,5537.572574055063,5064.032199289972,4107.756816320175,-956.2753829697967,2283.5858329549683,3093.4956893777967,1567.316734953803,1526.1789544239834,716.2690980011653,809.9098564228284,0.3013762342660398,0.31365980978884883
MLT,2003,11758.949740257944,12854.14141823028,6773.532276056863,6080.609142173439,4985.41746420108,-1095.1916779723588,2728.1756530420776,3653.4953475089956,1874.2473595103834,1779.2479879986129,853.9282935316942,925.319694466918,0.292610155725721,0.31300341405052623
MLT,2004,13115.127707497397,14327.933711216403,7604.265353006421,6723.668358210066,5510.862354490976,-1212.8060037190899,2866.351291376522,3927.777947044527,2098.2536653892203,1829.5242816553016,768.0976259873019,1061.426655668005,0.27210210025027864,0.26797051299962416
MLT,2005,14064.458702894179,15291.550456510942,8259.751320053298,7031.799136457814,5804.707382840881,-1227.0917536169327,2743.16812227953,4076.068967918849,2179.492991496051,1896.575976422799,563.6751307834788,1332.900845639319,0.26971418546209736,0.20548326083458332
MLT,2006,16049.694381992369,17322.12242551082,9878.63410807352,7443.488317437341,6171.060273918849,-1272.428043518492,3056.601257670213,4804.017770612794,2693.947024582011,2110.0707460307726,362.65423308820164,1747.4165129425814,0.283478747603816,0.11864623564429928
MLT,2007,19192.331206227303,20125.452860152658,11967.690348851884,8157.762511300787,7224.64085737542,-933.1216539253674,3360.6315716268937,5373.614054210998,3102.662604179486,2270.9514500314913,257.9689674474075,2012.9824825841042,0.2783792059263293,0.07676204961751396
MLT,2008,23955.175567226037,24813.937899518463,15616.16483054133,9197.773068977129,8339.010736684708,-858.762332292421,3545.1072833641647,6149.170876909732,3582.3441740793724,2566.826702830363,-37.236890715207664,2604.0635935455675,0.27907045363925426,-0.010503741562334709
MLT,2009,22662.858000292774,23687.018158234267,14888.857000567397,8798.161157666822,7774.0009997253765,-1024.1601579414455,2756.1839405857245,5000.43326431379,2857.1363681232006,2143.2968961906026,-100.95242753747607,2244.249323728065,0.24360736951526607,-0.0366276089381837
MLT,2010,23315.12098117452,24346.486074042678,15348.2550481785,8998.231025864196,7966.865932996021,-1031.3650928681745,3155.0613486988204,5377.239002166186,3119.0281950723124,2258.2108070938707,36.03315362650801,2222.1776534673654,0.2509616390824985,0.011420745793538516
MLT,2011,26274.510410666648,27037.67612845634,17586.688834499804,9450.987293956568,8687.821576166843,-763.165717789725,3197.695558955101,5422.934649314479,3228.944863861348,2193.9897854531405,-31.249304906246834,2225.239090359378,0.23214397789489005,-0.009772445290713682
MLT,2012,25867.044864415482,26478.216845433893,17390.99590640012,9087.22093903389,8476.048958015363,-611.1719810185277,3056.8463435648446,5320.623005003547,3227.9347433579164,2092.6882616456355,-171.08839979307186,2263.776661438703,0.23028913632511724,-0.05596892370898543
MLT,2013,27688.11411065301,28055.705361674598,18394.099346890638,9661.606014783969,9294.01476376237,-367.5912510215985,3040.205182326482,5363.431227140441,3246.491919686548,2116.9393074538884,-206.28673736006613,2323.2260448139587,0.21910842816552406,-0.0678528997185011
MLT,2014,28914.927980229506,29078.640776650416,19112.27571975176,9966.365056898596,9802.652260477746,-163.71279642085028,2758.6996064198447,5216.455023694156,3224.256224575323,1992.1987991188366,-465.5566181554782,2457.755417274311,0.19989221624386125,-0.1687594463246628
NLD,2000,775867.409200005,739602.4028943286,374676.00795763574,364926.3949366869,401191.40124236926,36265.00630568236,184812.36000000086,173572.27530166137,99757.24270497865,73815.03259668263,85055.11729502221,-11240.084698339488,0.20227375608028905,0.4602241824898606
NLD,2001,796432.0031999967,759354.422148603,378613.7354612345,380740.6866873671,417818.26773876214,37077.58105139504,181332.13200000094,149161.0141578509,80814.08603450877,68346.9281233421,100518.04596549217,-32171.117842150037,0.1795104398166487,0.5543311318122683
NLD,2002,860237.8512000098,819085.868682392,418553.04900292226,400532.8196794738,441684.80219708756,41151.98251761374,187377.25920000032,149594.87834440792,89154.2294504246,60440.648893982994,98223.02974957573,-37782.380855592404,0.15090061519141076,0.5241993087578237
NLD,2003,1.0439788239999989e6,993922.2967484354,500252.79321187467,493669.5035365633,543726.0307881242,50056.52725156088,224703.83039999937,177578.65503895452,104243.55098957529,73335.10404937847,120460.27941042407,-47125.17536104485,0.14855101140341548,0.5360846728602292
NLD,2004,1.1898674718000162e6,1.1263106207449937e6,558721.8327953464,567588.7879496431,631145.6390046699,63556.85105502675,262304.9247000003,207449.42723930295,116965.356644231,90484.07059507271,145339.5680557693,-54855.49746069737,0.1594183544779615,0.55408631089178
NLD,2005,1.2504100751999854e6,1.1791560273033164e6,587747.2265797864,591408.8007235244,662662.848620199,71254.0478966746,279936.18509999965,212623.9145323576,119039.35418287481,93584.5603494836,160896.83091712484,-67312.27056764206,0.15824005363970414,0.5747625333239745
NLD,2006,1.3381820675999925e6,1.260699099852714e6,629939.1203310507,630759.9795216626,708242.9472689418,77482.96774727921,299799.6119999991,222987.6149810685,126830.06546137245,96157.54951969552,172969.54653862666,-76811.99701893059,0.1524471314629325,0.5769505350081213
NLD,2007,1.5517417724999927e6,1.4599754333393709e6,724715.3896328639,735260.0437064971,827026.3828671288,91766.33916063176,351393.45900000096,274835.98948257463,155314.8699116549,119521.1195709196,196078.58908834605,-76557.46951742633,0.16255625556422912,0.5580029567037146
NLD,2008,1.7528361956000202e6,1.6505656600384703e6,844011.6579117341,806554.0021267543,908824.5376882862,102270.5355615319,393033.0591999994,294470.29215298174,174511.35415172201,119958.93800125863,218521.70504827736,-98562.76704701764,0.14873019994314832,0.5559881031205574
NLD,2009,1.593033160400002e6,1.5108935675630877e6,786764.8956218162,724128.6719412796,806268.2647781859,82139.59283690632,316805.10839999875,257897.8886821366,171653.81383428487,86244.07484785089,145151.29456571388,-58907.21971786214,0.11910048336664195,0.45817220340539955
NLD,2010,1.5628995468000208e6,1.4750465259712755e6,779423.3061775985,695623.2197936868,783476.2406224223,87853.02082873555,332111.7125999989,277719.57440015074,184119.13653196668,93600.43786818466,147992.57606803224,-54392.13819984818,0.13455622987390414,0.4456108304926814
NLD,2011,1.723872287999991e6,1.6252839074102556e6,880997.3071123406,744286.6002979074,842874.9808876505,98588.38058974314,394636.1759999991,323867.2924671664,219980.49539560193,103886.79707156571,174655.68060439717,-70768.88353283273,0.13957902376582368,0.44257392308706534
NLD,2012,1.6134441312000044e6,1.5122862234956843e6,829156.6761271536,683129.5473685401,784287.4550728508,101157.90770431072,371212.12479999836,297231.4446629141,205056.39944148532,92175.04522142936,166155.72535851304,-73980.68013708427,0.13493054952240566,0.4476031741905909
NLD,2013,1.6594689185999988e6,1.5412084964582073e6,843884.0102454633,697324.4862127524,815584.9083545355,118260.42214178306,378355.7685000002,416663.0495552254,282854.0548021989,133808.99475302725,95501.71369780129,38307.281055225234,0.19188913826869744,0.252412469027286
NLD,2014,1.671177275499988e6,1.547356532406456e6,841688.9821446155,705667.5502618443,829488.2933553726,123820.74309352832,379060.9049999991,405358.1881250288,275054.0753302063,130304.1127948238,104006.82966979279,26297.283125029702,0.184653683942918,0.2743802600001523
NOR,2000,277219.0521319992,244627.22997521333,116295.37040879548,128331.85956641703,160923.68172320374,32591.822156786715,50624.05733200009,58262.69795207003,34018.317671746845,24244.380280323177,16605.739660253246,7638.640620069942,0.1889194184689244,0.32802071851630415
NOR,2001,283967.45161999954,251418.50043486277,120488.05610980005,130930.44432506274,163479.39551019948,32548.951185136742,50823.67926000012,57083.51293992664,34133.2357554976,22950.277184429007,16690.443504502524,6259.833679926516,0.1752860253605346,0.3283989618130312
NOR,2002,322105.3535919995,292165.48705628427,137550.52730348863,154614.95975279357,184554.82628851087,29939.8665357173,55738.25837800004,63381.400040293076,37405.898915892874,25975.50112439995,18332.359462107168,7643.141662293034,0.1680012151859751,0.3289008303378021
NOR,2003,371147.8409719967,337073.0799512057,157009.45562129933,180063.62432990476,214138.38535069738,34074.76102079262,62291.573412000165,71041.28877747318,41819.29659406644,29221.992183406597,20472.27681793372,8749.715365473014,0.16228703766323913,0.32865242755274243
NOR,2004,427152.01091200113,385630.83956368983,178167.3798899556,207463.45967373677,248984.63102204553,41521.171348308766,71434.89177600028,84163.17094743358,48776.93484422522,35386.236103208576,22657.956931775057,12728.2791714333,0.17056611395017718,0.3171833311209323
NOR,2005,495268.3550400021,437854.29616934666,203854.5056025907,233999.7905667549,291413.8494374114,57414.0588706565,82453.83528000004,96015.003731429,55521.96356883858,40493.04016259076,26931.87171116146,13561.168451428952,0.1730473350617765,0.32662970278708237
NOR,2006,559533.6990359949,491725.1510065978,233006.12860647216,258719.0224001241,326527.5704295228,67808.54802939869,97056.94822200006,112647.30885433554,65489.23272068487,47158.07613365066,31567.715501315193,15590.360632335476,0.1822752563617759,0.3252494136649527
NOR,2007,668111.836195997,603192.8771987713,289091.67745935725,314101.1997394149,379020.1587366397,64918.95899722481,120227.94424200057,139822.98746488604,81989.0695197539,57833.91794513181,38238.87472224666,19595.043222885477,0.18412510997446704,0.318053136176708
NOR,2008,779494.0022480013,686954.2464155463,333856.69797470584,353097.5484408426,445637.30427329545,92539.75583245285,131557.09868800134,155132.95123686834,91942.6453364279,63190.30590043961,39614.45335157344,23575.852548867,0.17895991116184828,0.3011198464137798
NOR,2009,646524.7620649879,592110.3946444528,279115.00406687235,312995.3905775821,367409.75799811556,54414.36742053344,102870.50404300005,119119.7765231922,71387.78141727284,47731.995105919406,31482.722625727212,16249.272480192143,0.1525006327340405,0.3060422705090215
NOR,2010,700849.5686060023,641037.5023219582,296168.25404022675,344869.248281732,404681.3145657755,59812.06628404348,108821.52135600024,128284.98109704783,76567.78200111876,51717.199095929085,32253.739354881487,19463.459741047584,0.14996175899591968,0.29639118212073284
NOR,2011,815806.1820000017,738214.8137651534,343949.7100490172,394265.1037161439,471856.47195098444,77591.36823484057,125313.61528800032,148985.75760959962,89040.37041784578,59945.38719175391,36273.244870154536,23672.142321599298,0.15204335008789502,0.28945972699606537
NOR,2012,832712.7861359913,752432.3730851023,348858.87321714417,403573.4998679599,483853.91291884717,80280.41305088729,123311.84421599931,148689.06525484394,88331.7919221866,60357.273332657525,34980.05229381271,25377.221038844626,0.14955707783688735,0.2836714714325403
NOR,2013,858418.6878649942,786516.5997094119,362263.247932833,424253.3517765724,496155.4399321612,71902.08815558878,125438.2651059991,153595.96017592005,91129.55153094564,62466.40864497373,34308.713575053465,28157.69506992094,0.14723845641618138,0.2735107468686814
NOR,2014,835078.9087640042,772715.4047236523,358668.7848482516,414046.61987540266,476410.1239157526,62363.50404034997,124919.09841893091,152302.5637264383,90751.54385979367,61551.01986664526,34167.554559137236,27383.465307507387,0.14865722097953019,0.2735174604330902
